person_age,person_gender,person_education,person_income,loan_amnt,loan_int_rate,credit_score,previous_loan_defaults_on_file,loan_status,person_home_ownership_MORTGAGE,person_home_ownership_OWN,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
30.0,0,2,102716.0,4200.0,5.99,649,1,0,0,0,0,0,0,1,0,0
28.0,0,1,86775.0,9800.0,12.21,625,1,0,1,0,0,0,0,0,0,1
27.0,0,2,113141.0,4200.0,5.42,657,1,0,0,0,0,0,0,0,1,0
29.0,0,1,30868.0,4125.0,11.71,632,1,0,0,0,0,0,0,0,1,0
28.0,1,1,86257.0,25000.0,18.62,660,1,0,1,0,0,1,0,0,0,0
34.0,1,1,72151.0,4100.0,14.91,617,0,1,0,0,0,1,0,0,0,0
31.0,0,1,24098.0,4075.0,8.32,692,0,1,0,0,0,0,0,1,0,0
27.0,0,2,86469.0,9000.0,6.54,600,1,0,1,0,0,0,0,0,0,1
34.0,0,3,66794.0,4050.0,11.01,612,1,0,0,0,0,1,0,0,0,0
27.0,1,3,86600.0,15000.0,11.01,636,1,0,1,0,0,1,0,0,0,0
29.0,1,1,86948.0,6000.0,9.63,625,1,0,1,0,1,0,0,0,0,0
28.0,1,1,86787.0,15000.0,11.49,631,0,0,1,0,0,0,1,0,0,0
35.0,1,1,86478.0,19200.0,10.99,705,0,0,1,0,0,0,1,0,0,0
28.0,0,1,15362.0,4000.0,11.01,529,0,1,0,0,0,0,0,1,0,0
27.0,1,2,87206.0,9000.0,13.8,645,1,0,1,0,0,0,1,0,0,0
27.0,1,3,87098.0,11500.0,9.63,648,0,0,1,0,0,1,0,0,0,0
31.0,1,4,57555.0,10000.0,11.99,613,1,0,0,0,0,1,0,0,0,0
28.0,1,2,57470.0,10000.0,9.99,674,0,0,0,0,0,0,0,0,1,0
31.0,0,1,57751.0,10000.0,15.96,516,1,0,0,0,0,0,0,1,0,0
27.0,1,3,87311.0,22000.0,17.58,649,1,0,1,0,0,0,0,0,1,0
31.0,1,2,80028.0,2400.0,9.91,557,0,1,1,0,0,0,1,0,0,0
28.0,0,3,50650.0,10000.0,11.01,667,0,1,0,0,1,0,0,0,0,0
34.0,1,3,87374.0,13150.0,6.03,577,1,0,0,1,0,0,0,1,0,0
29.0,1,2,58326.0,10000.0,7.49,560,1,0,0,0,1,0,0,0,0,0
34.0,0,1,87317.0,10000.0,13.49,621,0,0,1,0,0,0,1,0,0,0
31.0,1,2,51407.0,10000.0,11.71,530,0,1,0,0,0,1,0,0,0,0
27.0,1,3,87570.0,10000.0,7.9,650,1,0,1,0,1,0,0,0,0,0
28.0,0,2,87271.0,4500.0,6.62,637,0,0,1,0,0,0,0,1,0,0
27.0,1,3,87540.0,21100.0,8.9,567,0,0,1,0,0,0,0,1,0,0
30.0,0,2,80184.0,12000.0,11.71,693,0,1,1,0,0,0,1,0,0,0
29.0,0,1,58869.0,10000.0,13.8,618,0,0,0,0,0,0,0,1,0,0
34.0,0,4,87342.0,5800.0,11.01,706,0,0,1,0,0,0,0,0,0,1
29.0,1,3,87081.0,14000.0,10.65,663,1,0,1,0,0,0,0,1,0,0
27.0,1,3,87490.0,17000.0,6.03,700,0,0,1,0,0,0,0,1,0,0
29.0,0,4,51668.0,10000.0,15.21,597,0,1,0,0,0,0,1,0,0,0
31.0,1,4,87450.0,1900.0,7.51,651,0,0,1,0,0,0,0,1,0,0
27.0,1,4,87471.0,15000.0,11.01,648,1,0,1,0,0,1,0,0,0,0
28.0,0,4,87415.0,28000.0,15.96,549,1,0,1,0,0,1,0,0,0,0
29.0,0,2,58698.0,10000.0,7.51,566,1,0,0,0,0,0,0,0,1,0
27.0,1,3,87737.0,6500.0,6.03,578,1,0,1,0,0,0,0,1,0,0
27.0,1,4,87496.0,10000.0,6.62,693,0,0,0,1,0,0,0,1,0,0
27.0,1,4,87477.0,14000.0,12.42,581,1,0,1,0,0,0,0,0,1,0
31.0,1,3,87174.0,9800.0,6.62,563,1,0,1,0,0,0,1,0,0,0
35.0,0,2,87249.0,12800.0,6.62,698,0,0,1,0,0,0,1,0,0,0
29.0,1,3,58847.0,10000.0,10.62,640,0,0,0,0,0,0,0,1,0,0
27.0,0,3,58431.0,10000.0,10.62,634,0,0,0,0,0,0,0,1,0,0
28.0,1,2,58584.0,10000.0,13.48,517,1,0,0,0,0,0,0,0,1,0
27.0,0,3,87036.0,15000.0,5.42,634,1,0,1,0,1,0,0,0,0,0
34.0,0,1,58376.0,10000.0,15.7,635,1,0,0,0,0,0,0,0,1,0
30.0,1,2,58783.0,10000.0,12.87,568,1,0,0,0,0,0,0,0,0,1
30.0,1,1,58682.0,10000.0,12.18,585,1,0,0,0,0,1,0,0,0,0
30.0,1,3,87715.0,4800.0,13.49,665,0,0,1,0,1,0,0,0,0,0
29.0,1,2,87411.0,10800.0,6.99,561,1,0,1,0,0,1,0,0,0,0
30.0,0,1,87596.0,14000.0,6.99,647,0,0,1,0,0,0,0,1,0,0
27.0,1,3,87248.0,9500.0,13.99,619,1,0,1,0,0,0,0,1,0,0
33.0,0,2,87519.0,5000.0,6.99,624,0,0,1,0,0,0,0,0,1,0
31.0,0,4,87425.0,16000.0,11.01,526,1,0,0,1,0,1,0,0,0,0
27.0,1,1,87370.0,12000.0,9.99,659,1,0,0,1,0,1,0,0,0,0
30.0,1,2,87364.0,3000.0,9.99,684,0,0,1,0,0,0,1,0,0,0
33.0,0,2,87109.0,4250.0,5.42,633,1,0,1,0,1,0,0,0,0,0
28.0,0,1,58246.0,10000.0,10.08,628,0,0,0,0,0,1,0,0,0,0
27.0,1,3,87619.0,6150.0,11.01,658,1,0,1,0,0,0,0,1,0,0
29.0,0,3,87380.0,12000.0,11.49,663,1,0,1,0,0,0,0,1,0,0
29.0,1,2,87495.0,16800.0,15.62,570,1,0,1,0,0,0,0,0,0,1
28.0,1,2,68220.0,10000.0,8.49,674,0,1,1,0,0,0,0,1,0,0
27.0,1,3,87477.0,10000.0,10.99,607,0,0,1,0,1,0,0,0,0,0
27.0,1,3,87655.0,7000.0,11.49,720,0,0,1,0,0,0,0,0,1,0
31.0,0,4,87326.0,7000.0,5.42,578,1,0,1,0,0,0,0,1,0,0
30.0,0,4,80312.0,11200.0,13.49,618,0,1,1,0,0,1,0,0,0,0
30.0,0,2,87443.0,9000.0,15.23,591,1,0,1,0,0,1,0,0,0,0
27.0,0,3,60983.0,10000.0,10.74,624,1,0,0,0,0,0,0,0,1,0
35.0,0,1,87594.0,15000.0,10.59,671,1,0,1,0,0,0,0,1,0,0
30.0,0,1,87491.0,6000.0,11.99,645,0,0,1,0,0,0,0,0,0,1
32.0,1,4,87257.0,24000.0,6.92,674,1,0,1,0,1,0,0,0,0,0
30.0,1,1,87501.0,10000.0,10.0,656,0,0,1,0,0,0,0,1,0,0
29.0,0,2,87347.0,22100.0,7.29,703,1,0,1,0,0,0,0,0,0,1
35.0,1,2,61192.0,10000.0,9.91,657,1,0,0,0,0,1,0,0,0,0
31.0,1,3,87154.0,5000.0,6.92,628,0,0,1,0,0,0,0,0,0,1
32.0,0,2,80462.0,2000.0,15.28,617,0,1,1,0,1,0,0,0,0,0
27.0,1,3,87722.0,6000.0,5.42,503,0,0,1,0,0,1,0,0,0,0
30.0,0,1,87262.0,9600.0,14.17,629,1,0,1,0,0,1,0,0,0,0
29.0,1,3,87637.0,7400.0,5.42,618,1,0,1,0,0,0,0,1,0,0
28.0,1,3,87151.0,12000.0,6.92,542,1,0,1,0,0,0,1,0,0,0
27.0,0,1,53826.0,10000.0,15.27,628,0,1,0,0,0,0,0,0,0,1
28.0,1,1,87747.0,25000.0,11.11,651,0,0,0,1,0,0,0,1,0,0
31.0,0,2,60970.0,10000.0,12.69,615,1,0,0,0,0,0,0,1,0,0
33.0,0,2,60902.0,10000.0,11.01,643,1,0,0,0,0,0,0,0,1,0
27.0,0,4,86915.0,11500.0,6.91,645,0,0,1,0,0,0,0,1,0,0
27.0,1,2,87152.0,2600.0,9.25,577,0,0,1,0,0,1,0,0,0,0
29.0,1,3,87715.0,10000.0,6.17,727,0,0,1,0,0,0,0,0,1,0
28.0,1,2,60960.0,10000.0,10.74,582,0,0,0,0,1,0,0,0,0,0
30.0,1,3,60683.0,10000.0,11.01,659,0,0,0,0,0,0,0,1,0,0
30.0,0,2,61555.0,10000.0,10.36,623,1,0,0,0,0,0,1,0,0,0
32.0,0,1,60737.0,10000.0,9.25,643,1,0,0,0,1,0,0,0,0,0
28.0,1,1,87711.0,16000.0,15.95,597,1,0,1,0,0,0,0,0,1,0
27.0,1,2,87613.0,24000.0,11.01,695,1,0,1,0,1,0,0,0,0,0
28.0,0,1,60759.0,10000.0,7.88,696,1,0,0,0,0,0,0,0,1,0
28.0,1,4,53908.0,10000.0,13.48,713,0,1,0,0,0,0,0,1,0,0
30.0,1,4,60975.0,10000.0,13.22,591,1,0,0,0,0,0,0,0,1,0
30.0,1,3,87318.0,20000.0,10.38,479,1,0,1,0,0,0,0,1,0,0
29.0,1,3,87229.0,24000.0,7.88,684,1,0,1,0,0,0,0,1,0,0
34.0,1,3,87311.0,4000.0,7.14,639,1,0,1,0,0,0,1,0,0,0
30.0,1,4,87961.0,12000.0,7.88,586,1,0,1,0,0,0,0,0,0,1
29.0,0,2,60850.0,10000.0,11.26,633,0,0,0,0,1,0,0,0,0,0
31.0,1,4,53810.0,10000.0,10.71,627,0,1,0,0,0,0,1,0,0,0
27.0,1,2,53902.0,10000.0,11.01,598,0,1,0,0,1,0,0,0,0,0
30.0,1,1,87371.0,9000.0,14.22,592,1,0,1,0,0,0,0,1,0,0
29.0,0,3,53966.0,10000.0,15.33,646,0,1,0,0,0,0,0,0,1,0
35.0,1,1,87120.0,10750.0,7.51,596,0,0,1,0,1,0,0,0,0,0
28.0,0,1,87293.0,22000.0,10.25,649,1,0,1,0,0,0,0,1,0,0
28.0,1,3,87419.0,4000.0,10.99,612,0,0,1,0,0,0,1,0,0,0
29.0,1,1,87153.0,24000.0,10.99,677,0,0,1,0,0,0,0,0,0,1
33.0,0,2,54930.0,10000.0,11.01,608,0,1,0,0,0,1,0,0,0,0
33.0,1,1,62061.0,10000.0,16.4,573,1,0,0,0,0,1,0,0,0,0
32.0,1,1,61982.0,10000.0,13.06,668,0,0,0,0,0,0,0,0,1,0
27.0,0,3,87797.0,4200.0,11.01,661,1,0,1,0,0,0,0,0,1,0
28.0,1,3,62355.0,10000.0,6.92,667,0,0,0,0,0,0,1,0,0,0
28.0,0,2,87632.0,16000.0,14.26,631,1,0,1,0,0,0,0,0,1,0
27.0,1,2,62234.0,10000.0,7.88,681,0,0,0,0,0,0,0,0,0,1
27.0,1,3,87440.0,10000.0,8.94,668,1,0,0,1,0,0,0,0,0,1
29.0,1,3,87470.0,10000.0,11.01,679,1,0,0,1,0,1,0,0,0,0
28.0,1,2,87687.0,15000.0,8.94,633,1,0,1,0,0,0,0,0,0,1
29.0,1,4,79885.0,8200.0,17.04,652,0,1,1,0,1,0,0,0,0,0
31.0,1,4,87370.0,12300.0,14.96,552,1,0,1,0,0,0,0,0,0,1
28.0,1,1,87243.0,6000.0,15.37,645,1,0,1,0,0,1,0,0,0,0
32.0,0,3,63318.0,10000.0,5.79,662,0,0,0,0,1,0,0,0,0,0
33.0,0,4,63181.0,10000.0,7.14,620,1,0,0,0,1,0,0,0,0,0
30.0,1,3,87415.0,12000.0,10.95,719,0,0,1,0,0,0,0,0,1,0
28.0,0,4,87402.0,10000.0,10.95,581,1,0,1,0,0,0,1,0,0,0
27.0,0,3,87493.0,12500.0,11.89,658,1,0,1,0,0,1,0,0,0,0
28.0,1,2,63685.0,10000.0,12.69,673,0,0,0,0,0,0,0,0,1,0
27.0,0,1,87545.0,15250.0,13.16,645,1,0,1,0,0,0,0,0,0,1
28.0,0,2,87370.0,18000.0,11.89,666,1,0,1,0,0,0,0,0,1,0
28.0,0,1,63615.0,10000.0,6.92,615,1,0,0,0,0,0,0,0,0,1
29.0,0,3,63231.0,10000.0,13.23,602,1,0,0,0,0,0,0,1,0,0
33.0,1,1,87431.0,6600.0,11.01,666,0,0,1,0,1,0,0,0,0,0
29.0,1,2,87481.0,1000.0,7.68,689,0,0,1,0,0,0,1,0,0,0
28.0,0,5,87491.0,7500.0,6.0,724,1,0,1,0,0,0,0,0,1,0
31.0,1,2,63337.0,10000.0,11.83,582,1,0,0,0,0,0,0,0,0,1
29.0,1,2,63641.0,10000.0,8.0,667,1,0,0,0,0,0,0,0,1,0
27.0,1,1,87071.0,8000.0,11.09,706,1,0,0,1,0,1,0,0,0,0
33.0,1,3,64917.0,10000.0,15.96,556,1,0,0,0,0,1,0,0,0,0
29.0,1,5,87472.0,12000.0,8.49,624,1,0,1,0,1,0,0,0,0,0
28.0,1,2,87277.0,16000.0,11.01,586,1,0,1,0,0,0,0,0,1,0
27.0,0,1,64368.0,10000.0,10.25,660,1,0,0,0,0,1,0,0,0,0
33.0,1,3,64731.0,10000.0,8.94,640,1,0,0,0,0,1,0,0,0,0
28.0,1,2,64722.0,10000.0,11.89,610,1,0,0,0,0,0,0,1,0,0
28.0,1,3,65171.0,10000.0,5.42,612,1,0,0,0,0,0,0,0,1,0
29.0,1,1,87979.0,9000.0,10.59,619,0,0,1,0,0,0,0,0,1,0
33.0,0,2,65823.0,10000.0,8.9,584,1,0,0,0,0,0,0,0,0,1
29.0,1,3,88075.0,30000.0,7.49,736,1,0,1,0,0,0,0,0,1,0
31.0,0,4,88236.0,8875.0,11.99,698,1,0,1,0,0,0,1,0,0,0
35.0,1,1,65511.0,10000.0,5.42,595,1,0,0,0,0,0,0,0,1,0
32.0,0,2,88167.0,4000.0,5.42,692,0,0,1,0,0,0,1,0,0,0
27.0,0,1,68561.0,12000.0,15.95,595,0,1,1,0,0,0,0,1,0,0
35.0,1,5,88115.0,4000.0,10.25,645,0,0,1,0,1,0,0,0,0,0
30.0,1,4,66057.0,10000.0,6.17,660,0,0,0,0,0,0,1,0,0,0
29.0,1,4,88255.0,7000.0,13.79,683,1,0,1,0,0,0,0,1,0,0
33.0,1,2,66000.0,10000.0,10.99,689,0,0,0,0,1,0,0,0,0,0
29.0,1,1,67167.0,10000.0,9.99,644,0,0,0,0,0,0,0,0,0,1
27.0,0,1,88589.0,7000.0,11.01,639,0,0,1,0,0,0,1,0,0,0
28.0,0,2,60081.0,10000.0,10.37,612,0,1,0,0,0,0,0,1,0,0
31.0,1,2,66962.0,10000.0,7.74,675,0,0,0,0,0,0,1,0,0,0
33.0,1,2,88696.0,16400.0,13.79,662,1,0,1,0,0,0,0,1,0,0
27.0,1,1,88936.0,10000.0,15.7,663,0,0,1,0,0,0,0,0,1,0
34.0,1,3,88234.0,11000.0,12.21,634,1,0,1,0,0,0,0,1,0,0
27.0,0,3,88785.0,9200.0,6.03,621,1,0,1,0,0,1,0,0,0,0
30.0,1,2,59735.0,10000.0,15.45,652,0,1,0,0,0,0,1,0,0,0
28.0,1,4,88660.0,15600.0,6.03,620,1,0,1,0,1,0,0,0,0,0
27.0,1,1,67159.0,10000.0,14.27,676,0,0,0,0,0,1,0,0,0,0
27.0,1,5,88559.0,13000.0,6.03,679,0,0,1,0,1,0,0,0,0,0
31.0,1,2,88657.0,15000.0,11.01,578,0,0,1,0,0,0,1,0,0,0
31.0,1,1,67308.0,10000.0,12.42,661,1,0,0,0,0,0,0,1,0,0
32.0,0,2,88489.0,9600.0,7.9,563,1,0,1,0,0,0,0,0,1,0
31.0,1,2,66983.0,10000.0,10.59,639,0,0,0,0,1,0,0,0,0,0
32.0,1,1,66814.0,10000.0,8.49,705,0,0,0,0,0,0,0,1,0,0
34.0,1,1,88693.0,20675.0,11.01,638,0,0,1,0,0,0,1,0,0,0
32.0,1,4,88683.0,6000.0,15.62,645,1,0,1,0,0,0,1,0,0,0
32.0,1,2,89021.0,8500.0,7.29,644,0,0,1,0,0,0,1,0,0,0
27.0,1,1,88310.0,10000.0,5.79,634,0,0,1,0,0,0,0,0,1,0
27.0,1,2,67203.0,10000.0,10.25,603,1,0,0,0,0,0,1,0,0,0
29.0,1,2,88244.0,12000.0,7.29,684,0,0,1,0,0,0,1,0,0,0
31.0,0,1,88377.0,12000.0,11.01,622,1,0,1,0,0,0,0,0,0,1
29.0,0,2,67060.0,10000.0,12.53,549,1,0,0,0,1,0,0,0,0,0
32.0,0,3,67291.0,10000.0,14.42,630,1,0,0,0,0,0,0,0,0,1
28.0,0,2,66936.0,10000.0,9.32,612,0,0,0,0,0,0,0,1,0,0
27.0,0,4,88576.0,17000.0,7.88,653,0,0,1,0,0,1,0,0,0,0
28.0,0,3,88690.0,12000.0,13.11,672,0,0,1,0,0,0,0,0,1,0
34.0,1,2,66940.0,10000.0,9.51,632,1,0,0,0,0,0,0,1,0,0
28.0,0,1,88626.0,15000.0,11.83,573,1,0,1,0,0,0,0,0,0,1
27.0,0,2,67596.0,10000.0,6.54,662,1,0,0,0,1,0,0,0,0,0
35.0,1,3,68392.0,10000.0,12.42,619,1,0,0,0,0,1,0,0,0,0
31.0,0,1,88680.0,6800.0,7.74,705,0,0,1,0,0,1,0,0,0,0
33.0,0,4,68638.0,10000.0,11.36,645,0,0,0,0,0,0,0,0,1,0
33.0,0,2,68207.0,10000.0,7.74,579,1,0,0,0,0,1,0,0,0,0
28.0,0,2,88044.0,15000.0,11.01,596,1,0,1,0,0,1,0,0,0,0
27.0,0,4,68234.0,10000.0,11.36,698,0,0,0,0,0,0,0,0,0,1
28.0,0,2,88534.0,14000.0,12.73,602,1,0,1,0,0,1,0,0,0,0
28.0,0,3,88841.0,4200.0,5.79,675,1,0,1,0,0,0,0,0,0,1
29.0,1,2,69705.0,10000.0,18.64,669,1,0,0,0,0,1,0,0,0,0
27.0,1,1,88811.0,18000.0,10.99,675,1,0,1,0,0,0,0,0,1,0
27.0,0,3,88811.0,15000.0,13.22,707,1,0,1,0,0,1,0,0,0,0
32.0,1,1,88869.0,7200.0,10.2,655,1,0,1,0,0,0,0,0,1,0
34.0,0,3,82177.0,15000.0,13.85,703,0,1,1,0,0,0,0,0,1,0
27.0,1,2,88695.0,2100.0,6.76,660,0,0,1,0,0,0,0,1,0,0
34.0,1,2,69105.0,10000.0,11.14,573,1,0,0,0,0,1,0,0,0,0
28.0,0,3,89202.0,10000.0,9.88,552,1,0,0,1,0,0,1,0,0,0
30.0,0,1,89431.0,10000.0,14.74,671,1,0,1,0,0,1,0,0,0,0
32.0,1,1,88798.0,12000.0,12.42,613,1,0,1,0,0,1,0,0,0,0
34.0,1,2,70414.0,10000.0,10.65,604,1,0,0,0,0,0,0,0,1,0
27.0,1,1,89246.0,19950.0,14.96,660,1,0,1,0,0,1,0,0,0,0
34.0,1,3,89438.0,15000.0,12.42,660,0,0,1,0,0,0,1,0,0,0
29.0,0,3,70426.0,10000.0,6.99,679,1,0,0,0,0,0,0,0,1,0
32.0,1,1,70511.0,10000.0,10.96,672,1,0,0,0,0,0,0,1,0,0
28.0,1,4,70807.0,10000.0,10.25,681,1,0,0,0,0,0,0,1,0,0
27.0,0,1,70493.0,16000.0,16.29,621,0,1,1,0,0,0,0,1,0,0
35.0,1,1,89937.0,5000.0,7.9,619,1,0,1,0,1,0,0,0,0,0
34.0,0,2,89770.0,17000.0,14.27,603,1,0,1,0,0,1,0,0,0,0
27.0,1,4,71999.0,10000.0,16.32,660,1,0,0,0,0,1,0,0,0,0
29.0,0,2,89806.0,12000.0,11.01,535,1,0,1,0,1,0,0,0,0,0
27.0,1,1,89926.0,12100.0,16.89,587,0,0,1,0,0,1,0,0,0,0
32.0,0,3,89797.0,1200.0,7.49,675,1,0,1,0,0,0,1,0,0,0
28.0,1,3,89747.0,7800.0,10.99,600,1,0,1,0,0,0,0,0,1,0
29.0,1,2,65871.0,10000.0,13.49,618,0,1,0,0,0,0,1,0,0,0
32.0,0,3,89806.0,15000.0,11.11,678,0,0,1,0,0,0,0,0,1,0
30.0,0,1,89806.0,10500.0,10.74,634,1,0,0,1,0,0,0,1,0,0
30.0,0,4,89411.0,7625.0,11.01,699,0,0,1,0,0,0,0,0,1,0
28.0,0,1,72750.0,10000.0,8.9,594,1,0,0,0,0,1,0,0,0,0
33.0,0,4,89881.0,20500.0,6.54,559,1,0,1,0,0,0,0,1,0,0
29.0,1,2,89357.0,25000.0,11.49,585,1,0,1,0,0,1,0,0,0,0
29.0,1,2,89974.0,9000.0,7.51,674,1,0,1,0,0,0,1,0,0,0
32.0,0,3,82672.0,1000.0,14.72,713,0,1,1,0,0,1,0,0,0,0
28.0,0,3,90001.0,18000.0,10.75,600,0,0,1,0,0,1,0,0,0,0
29.0,1,2,66028.0,10000.0,11.71,587,0,1,0,0,0,0,0,0,1,0
32.0,1,2,89900.0,5000.0,10.62,687,1,0,0,1,0,0,0,0,1,0
30.0,0,3,90319.0,14000.0,13.92,705,0,0,1,0,0,0,0,0,0,1
30.0,1,2,73033.0,10000.0,6.03,676,1,0,0,0,0,0,0,0,0,1
32.0,0,2,73282.0,10000.0,12.42,671,1,0,0,0,0,0,0,0,1,0
32.0,0,3,89747.0,1800.0,8.94,689,0,0,1,0,0,0,0,0,1,0
30.0,1,3,72891.0,10000.0,7.49,701,0,0,0,0,0,0,0,0,1,0
28.0,0,3,65467.0,10000.0,16.49,717,0,1,0,0,0,1,0,0,0,0
35.0,0,2,89537.0,8200.0,8.0,633,1,0,1,0,0,1,0,0,0,0
28.0,1,4,89535.0,5450.0,12.67,682,0,0,0,1,0,0,0,0,0,1
34.0,0,4,90086.0,7200.0,6.62,671,0,0,0,1,0,0,0,0,0,1
35.0,1,3,73219.0,10000.0,11.11,581,1,0,0,0,0,0,0,0,1,0
29.0,0,2,89827.0,10000.0,11.86,658,0,0,1,0,1,0,0,0,0,0
29.0,0,2,90013.0,13000.0,11.26,539,1,0,1,0,0,0,0,0,1,0
28.0,1,1,65558.0,10000.0,16.02,669,0,1,0,0,1,0,0,0,0,0
33.0,0,2,73105.0,10000.0,5.79,522,1,0,0,0,0,1,0,0,0,0
34.0,1,3,72892.0,10000.0,9.62,631,0,0,0,0,0,1,0,0,0,0
28.0,1,3,72894.0,10000.0,6.54,629,0,0,0,0,0,1,0,0,0,0
34.0,0,1,90267.0,11000.0,9.25,683,1,0,1,0,0,0,1,0,0,0
32.0,1,3,90076.0,6400.0,11.01,641,0,0,1,0,1,0,0,0,0,0
32.0,1,4,90171.0,7000.0,7.9,608,1,0,1,0,0,0,0,1,0,0
29.0,1,3,89996.0,8725.0,5.99,607,0,0,0,1,0,0,0,1,0,0
28.0,0,1,90424.0,12000.0,11.01,569,1,0,1,0,0,0,0,1,0,0
29.0,0,4,73307.0,10000.0,7.88,669,1,0,0,0,0,0,0,1,0,0
27.0,0,3,66035.0,10000.0,15.95,697,0,1,0,0,1,0,0,0,0,0
30.0,0,2,90015.0,7500.0,11.01,640,0,0,0,1,0,0,0,0,0,1
31.0,0,2,89920.0,13000.0,7.88,691,0,0,1,0,0,0,0,0,0,1
27.0,0,1,83239.0,8000.0,14.26,582,0,1,1,0,1,0,0,0,0,0
32.0,1,3,73119.0,10000.0,7.51,717,1,0,0,0,0,0,0,0,0,1
29.0,0,3,65849.0,10000.0,14.96,641,0,1,0,0,0,0,0,0,1,0
28.0,1,3,90409.0,9500.0,10.78,611,1,0,0,1,0,0,0,0,1,0
31.0,1,3,90896.0,15000.0,12.99,580,1,0,1,0,1,0,0,0,0,0
34.0,1,1,90775.0,14000.0,9.91,607,0,0,0,1,0,0,0,1,0,0
29.0,1,4,73165.0,10000.0,8.59,600,0,0,0,0,1,0,0,0,0,0
28.0,0,4,90517.0,6000.0,13.98,676,1,0,1,0,0,0,0,0,1,0
34.0,0,4,72767.0,10000.0,13.57,664,0,0,0,0,0,0,1,0,0,0
27.0,1,3,90817.0,21000.0,10.59,641,0,0,1,0,0,0,0,1,0,0
27.0,1,3,73149.0,10000.0,13.22,685,0,0,0,0,0,0,0,0,1,0
28.0,0,3,83984.0,18000.0,17.39,678,0,1,1,0,0,0,0,0,1,0
28.0,0,4,91067.0,12000.0,12.69,581,1,0,0,1,0,1,0,0,0,0
29.0,1,3,72751.0,10000.0,11.97,699,0,0,0,0,0,1,0,0,0,0
27.0,1,1,72742.0,10000.0,10.62,640,0,0,0,0,0,0,0,0,0,1
29.0,0,4,90671.0,18000.0,12.42,706,0,0,0,1,0,0,0,0,0,1
33.0,1,2,73833.0,10000.0,10.74,651,1,0,0,0,0,0,0,0,0,1
30.0,0,3,90935.0,10000.0,14.27,612,1,0,0,1,0,0,0,0,0,1
29.0,1,2,74182.0,10000.0,16.07,643,0,0,0,0,0,0,0,0,0,1
28.0,1,1,91192.0,15000.0,8.9,620,1,0,1,0,0,0,1,0,0,0
35.0,1,3,90939.0,7600.0,11.01,709,0,0,0,1,0,0,0,0,0,1
27.0,0,1,52975.0,4000.0,13.48,676,1,0,0,0,0,0,0,1,0,0
34.0,1,4,53761.0,4000.0,10.36,669,0,0,0,0,0,0,0,0,0,1
33.0,1,1,90942.0,6000.0,7.9,651,1,0,1,0,0,0,0,0,1,0
32.0,1,3,91159.0,12000.0,10.65,555,1,0,1,0,0,0,1,0,0,0
27.0,0,3,90873.0,7500.0,8.9,633,1,0,1,0,0,0,0,0,1,0
29.0,0,1,90828.0,6000.0,12.69,653,0,0,0,1,0,0,0,0,0,1
28.0,1,3,54689.0,4000.0,11.01,638,1,0,0,0,0,1,0,0,0,0
28.0,1,1,91113.0,16800.0,6.03,665,1,0,1,0,0,0,0,1,0,0
35.0,1,4,91085.0,4000.0,14.27,693,1,0,1,0,1,0,0,0,0,0
27.0,0,1,90865.0,3500.0,6.03,475,1,0,1,0,0,0,0,0,1,0
29.0,1,3,47881.0,4000.0,15.99,729,0,1,0,0,0,0,0,0,0,1
28.0,0,3,91096.0,15000.0,14.65,633,1,0,1,0,0,0,0,0,1,0
32.0,1,1,91261.0,5600.0,15.96,553,1,0,1,0,0,0,0,0,1,0
31.0,1,3,55319.0,4000.0,13.43,712,1,0,0,0,0,1,0,0,0,0
28.0,0,1,84079.0,30000.0,11.01,607,0,1,1,0,0,1,0,0,0,0
27.0,0,2,90549.0,6625.0,11.01,667,1,0,1,0,1,0,0,0,0,0
30.0,0,3,91370.0,18750.0,7.9,662,0,0,1,0,0,0,0,0,0,1
31.0,1,2,90969.0,16500.0,16.77,669,0,0,1,0,0,1,0,0,0,0
30.0,1,3,55000.0,4000.0,10.59,648,0,0,0,0,0,0,0,1,0,0
29.0,1,2,55164.0,4000.0,11.48,618,0,0,0,0,0,0,0,1,0,0
35.0,1,3,90781.0,20000.0,13.49,655,1,0,1,0,0,0,0,0,1,0
32.0,1,4,90929.0,14000.0,6.03,629,0,0,1,0,0,0,0,1,0,0
27.0,1,3,55575.0,4000.0,13.99,679,0,0,0,0,0,0,0,0,0,1
33.0,1,1,90702.0,6000.0,7.51,597,1,0,1,0,0,0,0,1,0,0
32.0,1,2,90372.0,12000.0,11.71,748,0,0,1,0,0,0,1,0,0,0
31.0,0,4,75190.0,10000.0,12.84,698,1,0,0,0,0,0,0,0,0,1
34.0,0,2,91026.0,3000.0,7.9,550,0,0,1,0,0,0,0,1,0,0
31.0,1,3,83391.0,4050.0,7.51,658,0,1,1,0,0,1,0,0,0,0
35.0,0,3,84100.0,25500.0,17.27,610,0,1,1,0,0,0,0,0,0,1
29.0,1,2,76425.0,10000.0,7.49,563,1,0,0,0,0,0,0,1,0,0
29.0,0,3,76447.0,10000.0,15.33,674,1,0,0,0,0,0,0,0,1,0
33.0,1,2,91273.0,25000.0,10.65,600,1,0,1,0,0,0,0,1,0,0
27.0,0,1,77720.0,10000.0,15.27,593,0,0,0,0,0,0,0,0,1,0
